1.ID|2.DateObs|3.TimeObs|4.Filename|5.Object|6.RA_hhmmss|7.DEC_ddmmss|8.RA_deg|9.DEC_deg|10.RA_pix|11.Dec_pix|12.FilterName|13.JD|14.ExpTime_sec|15.Zmag|16.FWHM|17.Altitude|18.Airmass
25|2020-06-02|17:01:47|3C345-20200602@170147-R_Astrodon_2018_calib.fits|3C345|16 42 58.80|+39 48 37.0|250.7450|39.8103|1021.6658|1021.0742|R_Astrodon_2018|2459003.209571759|180.0|20.5177|2.0767|68.1390|1.0802
26|2020-06-02|17:20:01|3C371-20200602@171956-R_Astrodon_2018_calib.fits|3C371|18 06 50.70|+69 49 28.0|271.7112|69.8244|1023.7674|1017.5442|R_Astrodon_2018|2459003.2222337965|180.0|20.8784|2.7057|43.6417|1.4497
27|2020-06-02|17:23:16|3C371-20200602@172315-R_Astrodon_2018_calib.fits|3C371|18 06 50.70|+69 49 28.0|271.7112|69.8244|1023.6209|1015.4147|R_Astrodon_2018|2459003.224490741|180.0|20.9542|2.7589|43.6342|1.4501
28|2020-06-02|17:42:27|3C454-3-20200602@174227-R_Astrodon_2018_calib.fits|3C454-3|22 53 57.70|+16 08 54.0|343.4904|16.1483|110.3728|1096.8776|R_Astrodon_2018|2459003.2378125|180.0|19.7006|3.2240|28.5695|2.0496
29|2020-06-02|17:45:52|3C454-3-20200602@174551-R_Astrodon_2018_calib.fits|3C454-3|22 53 57.70|+16 08 54.0|343.4904|16.1483|1030.2657|1026.6627|R_Astrodon_2018|2459003.2401851853|180.0|19.5319|3.2838|29.3507|1.9973
30|2020-06-02|16:51:13|4C38-41-20200602@165112-R_Astrodon_2018_calib.fits|4C38-41|16 35 15.50|+38 08 04.0|248.8146|38.1344|1409.3223|1045.6506|R_Astrodon_2018|2459003.2022337965|180.0|20.9415|2.1809|69.6811|1.0685
31|2020-06-02|16:54:36|4C38-41-20200602@165436-R_Astrodon_2018_calib.fits|4C38-41|16 35 15.50|+38 08 04.0|248.8146|38.1344|1014.7878|1018.3016|R_Astrodon_2018|2459003.2045833333|180.0|20.9064|2.1931|69.1747|1.0726
32|2020-06-02|17:12:41|4C51-37-20200602@171237-R_Astrodon_2018_calib.fits|4C51-37|17 40 37.00|+52 11 43.0|265.1542|52.1953|1022.2972|1020.1121|R_Astrodon_2018|2459003.2171412036|180.0|20.8676|2.2749|60.9637|1.1450
33|2020-06-02|17:15:57|4C51-37-20200602@171557-R_Astrodon_2018_calib.fits|4C51-37|17 40 37.00|+52 11 43.0|265.1542|52.1953|1022.5184|1018.7453|R_Astrodon_2018|2459003.2194097224|180.0|20.9220|2.3493|60.8658|1.1462
34|2020-06-02|17:35:48|CTA102-20200602@173543-R_Astrodon_2018_calib.fits|CTA102|22 32 36.40|+11 43 51.0|338.1517|11.7308|1022.0052|1022.9662|R_Astrodon_2018|2459003.2331944443|180.0|20.0658|3.1198|30.4669|1.9324
35|2020-06-02|17:39:04|CTA102-20200602@173903-R_Astrodon_2018_calib.fits|CTA102|22 32 36.40|+11 43 51.0|338.1517|11.7308|1022.8777|1021.9728|R_Astrodon_2018|2459003.235462963|180.0|20.0284|2.9755|31.2180|1.8916
36|2020-06-02|16:44:21|DA406-20200602@164416-R_Astrodon_2018_calib.fits|DA406|16 13 41.00|+34 12 48.0|243.4208|34.2133|1021.9916|1022.1488|R_Astrodon_2018|2459003.1974652777|180.0|21.1399|1.9195|69.3942|1.0714
37|2020-06-02|16:47:36|DA406-20200602@164735-R_Astrodon_2018_calib.fits|DA406|16 13 41.00|+34 12 48.0|243.4208|34.2133|1022.4915|1022.4617|R_Astrodon_2018|2459003.199722222|180.0|21.1084|1.9569|68.7860|1.0759
38|2020-06-02|16:36:48|KS1510-08-20200602@163645-R_Astrodon_2018_calib.fits|KS1510-08|15 12 50.50|-09 06 00.0|228.2104|-9.1000|1021.4024|1026.1577|R_Astrodon_2018|2459003.192222222|180.0|20.5983|2.6066|43.8317|1.4522
39|2020-06-02|16:40:03|KS1510-08-20200602@164003-R_Astrodon_2018_calib.fits|KS1510-08|15 12 50.50|-09 06 00.0|228.2104|-9.1000|1023.6166|1027.0646|R_Astrodon_2018|2459003.1944791665|180.0|20.7940|2.4542|43.2642|1.4677
40|2020-06-02|17:28:18|L-Lacertae-20200602@172814-R_Astrodon_2018_calib.fits|L-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1023.3826|1027.0280|R_Astrodon_2018|2459003.2279861113|180.0|20.4482|2.9586|40.2827|1.5308
41|2020-06-02|17:31:33|L-Lacertae-20200602@173133-R_Astrodon_2018_calib.fits|L-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1024.3178|1026.2760|R_Astrodon_2018|2459003.2302430556|180.0|20.7694|2.9839|40.8840|1.5125
42|2020-06-02|17:05:09|Mkn501-20200602@170508-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1411.8440|1052.3578|R_Astrodon_2018|2459003.211909722|180.0|20.9543|2.1572|69.1935|1.0717
43|2020-06-02|17:08:31|Mkn501-20200602@170831-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1016.2778|1018.9304|R_Astrodon_2018|2459003.2142476854|180.0|20.9499|2.1196|68.7436|1.0756
44|2020-06-02|16:28:49|ON231-20200602@162844-R_Astrodon_2018_calib.fits|ON231|12 21 31.70|+28 13 59.0|185.3821|28.2331|1023.7589|1022.0388|R_Astrodon_2018|2459003.1866782405|180.0|20.3135|3.6198|24.0229|2.4883
45|2020-06-03|15:51:26|3C345-20200603@155122-R_Astrodon_2018_calib.fits|3C345|16 42 58.80|+39 48 37.0|250.7450|39.8103|1020.3725|1025.3673|R_Astrodon_2018|2459004.1607175926|180.0|20.9638|2.1814|73.6517|1.0409
46|2020-06-03|15:54:41|3C345-20200603@155440-R_Astrodon_2018_calib.fits|3C345|16 42 58.80|+39 48 37.0|250.7450|39.8103|1020.4189|1023.7140|R_Astrodon_2018|2459004.162974537|180.0|20.9623|2.1076|73.6177|1.0412
47|2020-06-03|16:23:40|3C371-20200603@162336-R_Astrodon_2018_calib.fits|3C371|18 06 50.70|+69 49 28.0|271.7112|69.8244|1024.3645|1025.4585|R_Astrodon_2018|2459004.183101852|180.0|21.4261|2.4402|43.0686|1.4631
48|2020-06-03|16:26:55|3C371-20200603@162655-R_Astrodon_2018_calib.fits|3C371|18 06 50.70|+69 49 28.0|271.7112|69.8244|1024.8284|1027.4224|R_Astrodon_2018|2459004.1853587963|180.0|21.4467|2.4235|43.1415|1.4612
49|2020-06-03|20:25:16|3C66A-20200603@202512-R_Astrodon_2018_calib.fits|3C66A|02 22 39.60|+43 02 08.0|35.6650|43.0356|1024.7374|1021.0694|R_Astrodon_2018|2459004.3508796296|180.0|-9999.0000|-9999.0000|25.9197|2.2475
50|2020-06-03|14:42:47|4C29-45-20200603@144243-R_Astrodon_2018_calib.fits|4C29-45|11 59 31.80|+29 14 44.0|179.8825|29.2456|1022.3401|1023.3399|R_Astrodon_2018|2459004.1130439816|180.0|21.4263|2.9659|41.5068|1.5200
51|2020-06-03|14:46:02|4C29-45-20200603@144601-R_Astrodon_2018_calib.fits|4C29-45|11 59 31.80|+29 14 44.0|179.8825|29.2456|1023.3783|1025.5052|R_Astrodon_2018|2459004.115300926|180.0|21.4322|3.0511|40.8008|1.5419
52|2020-06-03|15:33:45|4C38-41-20200603@153345-R_Astrodon_2018_calib.fits|4C38-41|16 35 15.50|+38 08 04.0|248.8146|38.1344|98.9722|1240.4478|R_Astrodon_2018|2459004.1484375|180.0|21.1915|2.6528|75.2396|1.0336
53|2020-06-03|15:47:07|4C38-41-20200603@154703-R_Astrodon_2018_calib.fits|4C38-41|16 35 15.50|+38 08 04.0|248.8146|38.1344|1018.9454|1026.9418|R_Astrodon_2018|2459004.1577199074|180.0|21.2706|2.3048|75.2856|1.0329
54|2020-06-03|16:16:00|4C51-37-20200603@161556-R_Astrodon_2018_calib.fits|4C51-37|17 40 37.00|+52 11 43.0|265.1542|52.1953|1023.7614|1027.7113|R_Astrodon_2018|2459004.177777778|180.0|21.5703|2.4892|60.6745|1.1462
55|2020-06-03|16:19:14|4C51-37-20200603@161914-R_Astrodon_2018_calib.fits|4C51-37|17 40 37.00|+52 11 43.0|265.1542|52.1953|1024.0758|1030.3254|R_Astrodon_2018|2459004.180023148|180.0|21.5610|2.3037|60.7929|1.1450
56|2020-06-03|15:25:18|DA406-20200603@152514-R_Astrodon_2018_calib.fits|DA406|16 13 41.00|+34 12 48.0|243.4208|34.2133|821.4875|943.5170|R_Astrodon_2018|2459004.1425694446|180.0|21.3919|2.1472|79.1933|1.0181
57|2020-06-03|15:28:33|DA406-20200603@152832-R_Astrodon_2018_calib.fits|DA406|16 13 41.00|+34 12 48.0|243.4208|34.2133|820.8721|942.4651|R_Astrodon_2018|2459004.144826389|180.0|21.3960|2.2363|79.0943|1.0185
58|2020-06-03|16:31:44|L-Lacertae-20200603@163140-R_Astrodon_2018_calib.fits|L-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1020.6633|1022.8549|R_Astrodon_2018|2459004.1887037037|180.0|21.4572|2.6849|30.5305|1.9368
59|2020-06-03|14:35:07|Mkn421-20200603@143503-R_Astrodon_2018_calib.fits|Mkn421|11 04 27.30|+38 12 32.0|166.1137|38.2089|1023.6019|1023.8235|R_Astrodon_2018|2459004.1077199075|180.0|21.2332|4.2871|32.6100|1.8699
60|2020-06-03|14:38:25|Mkn421-20200603@143824-R_Astrodon_2018_calib.fits|Mkn421|11 04 27.30|+38 12 32.0|166.1137|38.2089|1025.0396|1026.1795|R_Astrodon_2018|2459004.110011574|180.0|21.2422|4.0723|31.9634|1.9040
61|2020-06-03|16:06:52|Mkn501-20200603@160648-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1022.3934|1020.8001|R_Astrodon_2018|2459004.1714351852|180.0|21.4385|2.2472|73.6454|1.0427
62|2020-06-03|16:10:08|Mkn501-20200603@161007-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1022.6080|1019.1510|R_Astrodon_2018|2459004.1737037036|180.0|21.4228|2.4710|73.5702|1.0432
63|2020-06-03|14:49:38|ON231-20200603@144937-R_Astrodon_2018_calib.fits|ON231|12 21 31.70|+28 13 59.0|185.3821|28.2331|1290.3080|917.5534|R_Astrodon_2018|2459004.117800926|180.0|21.3080|3.1347|44.6930|1.4321
64|2020-06-03|14:53:10|ON231-20200603@145310-R_Astrodon_2018_calib.fits|ON231|12 21 31.70|+28 13 59.0|185.3821|28.2331|1020.9110|1026.2414|R_Astrodon_2018|2459004.1202546298|180.0|21.3566|3.3777|43.9172|1.4518
65|2020-06-03|14:27:20|S4_0954+65-20200603@142716-R_Astrodon_2018_calib.fits|S4_0954+65|09 58 47.20|+65 33 55.0|149.6967|65.5653|1023.9171|1020.8591|R_Astrodon_2018|2459004.102314815|180.0|20.7623|4.6263|25.1571|2.3539
66|2020-06-03|14:30:35|S4_0954+65-20200603@143034-R_Astrodon_2018_calib.fits|S4_0954+65|09 58 47.20|+65 33 55.0|149.6967|65.5653|1025.8661|1021.6062|R_Astrodon_2018|2459004.1045717592|180.0|20.6304|4.6923|24.8203|2.3839
67|2020-06-04|14:12:01|3C273-20200604@141157-R_Astrodon_2018_calib.fits|3C273|12 29 06.70|+02 03 09.0|187.2779|2.0525|1086.6666|994.3779|R_Astrodon_2018|2459005.091678241|180.0|21.1592|2.3350|45.6976|1.4079
68|2020-06-04|14:15:17|3C273-20200604@141517-R_Astrodon_2018_calib.fits|3C273|12 29 06.70|+02 03 09.0|187.2779|2.0525|1088.3433|995.2565|R_Astrodon_2018|2459005.093946759|180.0|20.7452|2.4610|45.0040|1.4251
69|2020-06-04|14:19:08|3C279-20200604@141904-R_Astrodon_2018_calib.fits|3C279|12 56 11.10|-05 47 22.0|194.0462|-5.7894|1037.4168|1003.9718|R_Astrodon_2018|2459005.09662037|180.0|21.2314|2.5508|44.9515|1.4252
70|2020-06-04|14:22:23|3C279-20200604@142223-R_Astrodon_2018_calib.fits|3C279|12 56 11.10|-05 47 22.0|194.0462|-5.7894|1039.2728|1005.0483|R_Astrodon_2018|2459005.098877315|180.0|21.2757|2.2907|44.3446|1.4409
71|2020-06-04|14:53:28|3C345-20200604@145328-R_Astrodon_2018_calib.fits|3C345|16 42 58.80|+39 48 37.0|250.7450|39.8103|1699.6354|885.8534|R_Astrodon_2018|2459005.120462963|180.0|20.8842|2.5973|70.3139|1.0599
72|2020-06-04|14:56:51|3C345-20200604@145651-R_Astrodon_2018_calib.fits|3C345|16 42 58.80|+39 48 37.0|250.7450|39.8103|991.3308|1034.9627|R_Astrodon_2018|2459005.1228125|180.0|20.8212|2.6653|70.7038|1.0566
73|2020-06-04|15:15:23|3C371-20200604@151519-R_Astrodon_2018_calib.fits|3C371|18 06 50.70|+69 49 28.0|271.7112|69.8244|1024.8272|1020.1830|R_Astrodon_2018|2459005.13568287|180.0|21.4024|2.3593|40.6868|1.5239
74|2020-06-04|13:58:04|4C29-45-20200604@135759-R_Astrodon_2018_calib.fits|4C29-45|11 59 31.80|+29 14 44.0|179.8825|29.2456|1172.3257|946.8966|R_Astrodon_2018|2459005.0819907407|180.0|21.4179|2.6728|50.3989|1.3056
75|2020-06-04|14:01:20|4C29-45-20200604@140120-R_Astrodon_2018_calib.fits|4C29-45|11 59 31.80|+29 14 44.0|179.8825|29.2456|1173.6561|949.1004|R_Astrodon_2018|2459005.084259259|180.0|21.4767|2.4741|49.6850|1.3195
76|2020-06-04|14:43:22|4C38-41-20200604@144322-R_Astrodon_2018_calib.fits|4C38-41|16 35 15.50|+38 08 04.0|248.8146|38.1344|790.3524|1108.2500|R_Astrodon_2018|2459005.113449074|180.0|20.9882|2.8146|71.2975|1.0535
77|2020-06-04|14:50:06|4C38-41-20200604@145002-R_Astrodon_2018_calib.fits|4C38-41|16 35 15.50|+38 08 04.0|248.8146|38.1344|1022.0926|1020.1060|R_Astrodon_2018|2459005.118125|180.0|21.1063|2.6753|72.1549|1.0478
78|2020-06-04|15:08:03|4C51-37-20200604@150759-R_Astrodon_2018_calib.fits|4C51-37|17 40 37.00|+52 11 43.0|265.1542|52.1953|1022.0791|1019.0836|R_Astrodon_2018|2459005.1305902777|180.0|21.4347|2.4943|56.0277|1.1998
79|2020-06-04|15:11:19|4C51-37-20200604@151119-R_Astrodon_2018_calib.fits|4C51-37|17 40 37.00|+52 11 43.0|265.1542|52.1953|1021.6426|1020.6900|R_Astrodon_2018|2459005.1328587965|180.0|21.5310|2.7703|56.3555|1.1953
80|2020-06-04|13:35:05|4C71-07-20200604@133500-R_Astrodon_2018_calib.fits|4C71-07|08 41 24.30|+70 53 42.0|130.3512|70.8950|1026.1574|1022.0497|R_Astrodon_2018|2459005.0660300925|180.0|21.0165|2.7600|22.8368|2.5847
81|2020-06-04|13:40:00|4C71-07-20200604@134000-R_Astrodon_2018_calib.fits|4C71-07|08 41 24.30|+70 53 42.0|130.3512|70.8950|1028.3480|1022.2977|R_Astrodon_2018|2459005.0694444445|180.0|21.1655|2.6517|22.4360|2.6137
82|2020-06-04|14:35:35|DA406-20200604@143530-R_Astrodon_2018_calib.fits|DA406|16 13 41.00|+34 12 48.0|243.4208|34.2133|1022.4325|1027.2077|R_Astrodon_2018|2459005.1080439813|180.0|21.2227|3.0105|76.0686|1.0289
83|2020-06-04|14:38:50|DA406-20200604@143850-R_Astrodon_2018_calib.fits|DA406|16 13 41.00|+34 12 48.0|243.4208|34.2133|1022.2404|1029.9187|R_Astrodon_2018|2459005.110300926|180.0|21.1940|2.9768|76.5101|1.0271
84|2020-06-04|14:26:30|KS1510-08-20200604@142626-R_Astrodon_2018_calib.fits|KS1510-08|15 12 50.50|-09 06 00.0|228.2104|-9.1000|968.6822|924.2442|R_Astrodon_2018|2459005.101736111|180.0|21.0620|2.5048|57.3182|1.1891
85|2020-06-04|14:29:45|KS1510-08-20200604@142945-R_Astrodon_2018_calib.fits|KS1510-08|15 12 50.50|-09 06 00.0|228.2104|-9.1000|969.7950|923.0527|R_Astrodon_2018|2459005.1039930554|180.0|21.0790|2.3602|57.2424|1.1903
86|2020-06-04|13:50:55|Mkn421-20200604@135051-R_Astrodon_2018_calib.fits|Mkn421|11 04 27.30|+38 12 32.0|166.1137|38.2089|1237.3028|966.7364|R_Astrodon_2018|2459005.077025463|180.0|21.3130|3.7179|40.5297|1.5489
87|2020-06-04|13:54:10|Mkn421-20200604@135410-R_Astrodon_2018_calib.fits|Mkn421|11 04 27.30|+38 12 32.0|166.1137|38.2089|1239.0046|969.0730|R_Astrodon_2018|2459005.079282407|180.0|21.3099|2.7240|39.8895|1.5699
88|2020-06-04|15:00:47|Mkn501-20200604@150042-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1022.4528|1019.9536|R_Astrodon_2018|2459005.1255439813|180.0|21.3460|2.6385|69.9249|1.0615
89|2020-06-04|15:04:02|Mkn501-20200604@150401-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1021.9955|1021.9254|R_Astrodon_2018|2459005.127800926|180.0|21.3134|2.6591|70.3187|1.0590
90|2020-06-04|14:04:44|ON231-20200604@140443-R_Astrodon_2018_calib.fits|ON231|12 21 31.70|+28 13 59.0|185.3821|28.2331|1156.8233|941.8110|R_Astrodon_2018|2459005.0866203704|180.0|21.3116|2.7024|53.7175|1.2472
91|2020-06-04|14:07:58|ON231-20200604@140758-R_Astrodon_2018_calib.fits|ON231|12 21 31.70|+28 13 59.0|185.3821|28.2331|1157.7925|944.0354|R_Astrodon_2018|2459005.0888657407|180.0|21.2998|2.7153|53.0038|1.2591
92|2020-06-04|13:43:31|S4_0954+65-20200604@134331-R_Astrodon_2018_calib.fits|S4_0954+65|09 58 47.20|+65 33 55.0|149.6967|65.5653|1342.7585|981.7520|R_Astrodon_2018|2459005.071886574|180.0|20.3794|2.6804|29.2834|2.0468
93|2020-06-04|13:46:53|S4_0954+65-20200604@134653-R_Astrodon_2018_calib.fits|S4_0954+65|09 58 47.20|+65 33 55.0|149.6967|65.5653|1027.0011|1028.3579|R_Astrodon_2018|2459005.0742245372|180.0|20.4031|2.4746|28.9370|2.0696
94|2020-06-05|19:08:26|3C345-20200605@190825-R_Astrodon_2018_calib.fits|3C345|16 42 58.80|+39 48 37.0|250.7450|39.8103|1210.1243|979.7806|R_Astrodon_2018|2459006.2975231484|180.0|20.6655|2.4044|43.6063|1.4603
95|2020-06-05|19:11:41|3C345-20200605@191141-R_Astrodon_2018_calib.fits|3C345|16 42 58.80|+39 48 37.0|250.7450|39.8103|1210.6697|981.5168|R_Astrodon_2018|2459006.2997800927|180.0|20.7132|2.4220|42.9821|1.4777
96|2020-06-05|19:30:14|3C371-20200605@193010-R_Astrodon_2018_calib.fits|3C371|18 06 50.70|+69 49 28.0|271.7112|69.8244|1022.2699|1021.3085|R_Astrodon_2018|2459006.312662037|180.0|21.2512|2.4541|38.9349|1.5966
97|2020-06-05|19:33:29|3C371-20200605@193328-R_Astrodon_2018_calib.fits|3C371|18 06 50.70|+69 49 28.0|271.7112|69.8244|1022.4150|1020.9176|R_Astrodon_2018|2459006.3149189814|180.0|21.2179|2.3833|38.7367|1.6036
98|2020-06-05|19:53:49|3C454-3-20200605@195349-R_Astrodon_2018_calib.fits|3C454-3|22 53 57.70|+16 08 54.0|343.4904|16.1483|274.3660|1180.3244|R_Astrodon_2018|2459006.329039352|180.0|20.2562|2.4808|61.3905|1.1332
99|2020-06-05|19:57:22|3C454-3-20200605@195722-R_Astrodon_2018_calib.fits|3C454-3|22 53 57.70|+16 08 54.0|343.4904|16.1483|1028.9865|1023.4439|R_Astrodon_2018|2459006.3315046295|180.0|18.1846|2.4107|62.1952|1.1245
100|2020-06-05|19:01:39|4C38-41-20200605@190139-R_Astrodon_2018_calib.fits|4C38-41|16 35 15.50|+38 08 04.0|248.8146|38.1344|1203.8111|980.4519|R_Astrodon_2018|2459006.2928125|180.0|20.7087|2.3857|43.5329|1.4626
101|2020-06-05|19:04:53|4C38-41-20200605@190452-R_Astrodon_2018_calib.fits|4C38-41|16 35 15.50|+38 08 04.0|248.8146|38.1344|1204.4973|982.4497|R_Astrodon_2018|2459006.2950578704|180.0|20.7719|2.5624|42.8959|1.4804
102|2020-06-05|19:22:33|4C51-37-20200605@192229-R_Astrodon_2018_calib.fits|4C51-37|17 40 37.00|+52 11 43.0|265.1542|52.1953|1233.3745|964.5208|R_Astrodon_2018|2459006.307326389|180.0|21.3991|2.2088|47.6272|1.3600
103|2020-06-05|19:25:48|4C51-37-20200605@192547-R_Astrodon_2018_calib.fits|4C51-37|17 40 37.00|+52 11 43.0|265.1542|52.1953|1233.4607|965.6558|R_Astrodon_2018|2459006.3095833333|180.0|21.4268|2.2738|47.1792|1.3700
